ID,RSU ID,RSU Code,Hoto Date ,ID (Executed),Executed FAT (Executed),Executed HP (Executed),Hoto Item (Executed),Incremental Hoto(fibre length) (Executed)
,,,,,23,304,SER-FSDU-CFT-24F,1105
,,,,,23,304,SER-FSDU-CFT-48F,0
,ULR-0-KTK-11488,ULR-0,2023-12-20,,163,1584,SER-FSDU-CFT-6F,5199
,,,,,163,1584,SER-FSDU-CFT-12F,1973
,,,,,163,1584,SER-FSDU-CFT-24F,1627
,,,,,163,1584,SER-FSDU-CFT-48F,0
,ULR-0-KTK-11488,ULR-0,2024-01-01,,65,640,SER-FSDU-CFT-6F,1814
,,,,,65,640,SER-FSDU-CFT-12F,499
,,,,,65,640,SER-FSDU-CFT-24F,636
,,,,,65,640,SER-FSDU-CFT-48F,0
,ULS-0-KTK-11489,ULS-0,2024-02-20,,150,1832,SER-FSDU-CFT-6F,4922
,,,,,150,1832,SER-FSDU-CFT-12F,4232
,,,,,150,1832,SER-FSDU-CFT-24F,4164
,,,,,150,1832,SER-FSDU-CFT-48F,0
,VGL-0-KTK-11490,VGL-0,2025-07-10,,223,2064,SER-FSDU-CFT-6F,10728
,,,,,223,2064,SER-FSDU-CFT-12F,2653
,,,,,223,2064,SER-FSDU-CFT-24F,378
,,,,,223,2064,SER-FSDU-CFT-48F,3525
,VPC-0-KTK-11491,VPC-0,2022-09-20,,50,800,SER-FSDU-CFT-6F,2664
,,,,,50,800,SER-FSDU-CFT-12F,1604
,,,,,50,800,SER-FSDU-CFT-24F,154
,,,,,50,800,SER-FSDU-CFT-48F,0
,VRG-0-KTK-11492,VRG-0,2024-03-20,,118,1392,SER-FSDU-CFT-6F,3051
,,,,,118,1392,SER-FSDU-CFT-12F,2861
,,,,,118,1392,SER-FSDU-CFT-24F,2140
,,,,,118,1392,SER-FSDU-CFT-48F,0
,VRG-0-KTK-11492,VRG-0,2024-05-20,,82,1088,SER-FSDU-CFT-6F,1562
,,,,,82,1088,SER-FSDU-CFT-12F,2382
,,,,,82,1088,SER-FSDU-CFT-24F,1996
,,,,,82,1088,SER-FSDU-CFT-48F,0
,VRG-0-KTK-11492,VRG-0,2025-06-20,,14,152,SER-FSDU-CFT-6F,1053
,,,,,14,152,SER-FSDU-CFT-12F,22
,,,,,14,152,SER-FSDU-CFT-24F,0
,,,,,14,152,SER-FSDU-CFT-48F,0
,VRZ-0-KTK-11493,VRZ-0,2024-09-20,,58,504,SER-FSDU-CFT-6F,1668
,,,,,58,504,SER-FSDU-CFT-12F,735
,,,,,58,504,SER-FSDU-CFT-24F,1275
,,,,,58,504,SER-FSDU-CFT-48F,0
,VRZ-0-KTK-11493,VRZ-0,2025-01-20,,96,864,SER-FSDU-CFT-6F,3365
,,,,,96,864,SER-FSDU-CFT-12F,597
,,,,,96,864,SER-FSDU-CFT-24F,1385
,,,,,96,864,SER-FSDU-CFT-48F,0
,VRZ-0-KTK-11493,VRZ-0,2025-08-20,,15,144,SER-FSDU-CFT-6F,670
,,,,,15,144,SER-FSDU-CFT-12F,96
,,,,,15,144,SER-FSDU-CFT-24F,0
,,,,,15,144,SER-FSDU-CFT-48F,0
,VTL-0-KTK-11494,VTL-0,2025-06-20,,130,1232,SER-FSDU-CFT-6F,6902
,,,,,130,1232,SER-FSDU-CFT-12F,854
,,,,,130,1232,SER-FSDU-CFT-24F,2536
,,,,,130,1232,SER-FSDU-CFT-48F,0
,VVU-0-KTK-11495,VVU-0,2024-07-20,,168,1784,SER-FSDU-CFT-6F,6236
,,,,,168,1784,SER-FSDU-CFT-12F,4161
,,,,,168,1784,SER-FSDU-CFT-24F,5215
,,,,,168,1784,SER-FSDU-CFT-48F,0
,VVU-0-KTK-11495,VVU-0,2024-12-20,,19,216,SER-FSDU-CFT-6F,661
,,,,,19,216,SER-FSDU-CFT-12F,489
,,,,,19,216,SER-FSDU-CFT-24F,1301
,,,,,19,216,SER-FSDU-CFT-48F,0
,VVU-0-KTK-11495,VVU-0,2025-07-20,,2,16,SER-FSDU-CFT-6F,165
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,WFD-0-KTK-11496,WFD-0,2023-11-20,,239,2648,SER-FSDU-CFT-6F,8998
,,,,,239,2648,SER-FSDU-CFT-12F,3035
,,,,,239,2648,SER-FSDU-CFT-24F,2826
,,,,,239,2648,SER-FSDU-CFT-48F,0
,WFD-0-KTK-11496,WFD-0,2025-06-20,,7,104,SER-FSDU-CFT-6F,369
,,,,,7,104,SER-FSDU-CFT-12F,220
,,,,,7,104,SER-FSDU-CFT-24F,0
,,,,,7,104,SER-FSDU-CFT-48F,0
,WOR-0-KTK-11497,WOR-0,2024-07-20,,118,1208,SER-FSDU-CFT-6F,4348
,,,,,118,1208,SER-FSDU-CFT-12F,2165
,,,,,118,1208,SER-FSDU-CFT-24F,2493
,,,,,118,1208,SER-FSDU-CFT-48F,0
,WOR-0-KTK-11497,WOR-0,2024-07-21,,73,632,SER-FSDU-CFT-6F,2619
,,,,,73,632,SER-FSDU-CFT-12F,952
,,,,,73,632,SER-FSDU-CFT-24F,2665
,WOR-0-KTK-11497,WOR-0,2024-07-22,,10,80,SER-FSDU-CFT-6F,268
,,,,,10,80,SER-FSDU-CFT-12F,222
,,,,,10,80,SER-FSDU-CFT-24F,0
,WOR-0-KTK-11497,WOR-0,2024-11-20,,32,256,SER-FSDU-CFT-6F,1322
,,,,,32,256,SER-FSDU-CFT-12F,159
,,,,,32,256,SER-FSDU-CFT-24F,385
,,,,,32,256,SER-FSDU-CFT-48F,0
,YPR-0-KTK-11498,YPR-0,2024-03-20,,133,1488,SER-FSDU-CFT-6F,5233
,,,,,133,1488,SER-FSDU-CFT-12F,1940
,,,,,133,1488,SER-FSDU-CFT-24F,2285
,,,,,133,1488,SER-FSDU-CFT-48F,0
,YPR-0-KTK-11498,YPR-0,2024-05-20,,76,720,SER-FSDU-CFT-6F,2590
,,,,,76,720,SER-FSDU-CFT-12F,1079
,,,,,76,720,SER-FSDU-CFT-24F,2250
,,,,,76,720,SER-FSDU-CFT-48F,0
,CHT-0-KTK-11330,CHT-0,2025-08-20,,0,0,SER-FSDU-CFT-6F,229
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,117
,,,,,0,0,SER-FSDU-CFT-48F,0
,,,,,6,96,SER-FSDU-CFT-6F,537
,,,,,6,96,SER-FSDU-CFT-12F,153
,,,,,6,96,SER-FSDU-CFT-24F,0
,,,,,6,96,SER-FSDU-CFT-48F,0
,EJP-0-KTK-11345,EJP-0,2025-09-20,,3,32,SER-FSDU-CFT-6F,201
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,NRL-0-KTK-11426,NRL-0,2025-09-20,,1,16,SER-FSDU-CFT-6F,27
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,KLT-0-KTK-11387,KLT-0,2025-07-20,,3,48,SER-FSDU-CFT-6F,212
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,CJR-0-KTK-11332,CJR-0,2025-08-20,,5,40,SER-FSDU-CFT-6F,207
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,ENL-0-KTK-11348,ENL-0,2025-09-20,,147,1224,SER-FSDU-CFT-6F,6380
,,,,,147,1224,SER-FSDU-CFT-12F,1661
,,,,,147,1224,SER-FSDU-CFT-24F,2622
,,,,,147,1224,SER-FSDU-CFT-48F,1690
,HRJ-0-KTK-11369,HRJ-0,2025-09-20,,14,120,SER-FSDU-CFT-6F,467
,,,,,14,120,SER-FSDU-CFT-12F,190
,,,,,14,120,SER-FSDU-CFT-24F,214
,,,,,14,120,SER-FSDU-CFT-48F,0
,NR9-0-KTK-11425,NR9-0,2025-09-20,,38,320,SER-FSDU-CFT-6F,823
,,,,,38,320,SER-FSDU-CFT-12F,394
,,,,,38,320,SER-FSDU-CFT-24F,652
,,,,,38,320,SER-FSDU-CFT-48F,399
,JGP-0-KTK-11380,JGP-0,2025-10-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,210
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,TCH-0-KTK-11483,TCH-0,2025-10-20,,1,8,SER-FSDU-CFT-6F,28
,,,,,1,8,SER-FSDU-CFT-12F,0
,,,,,1,8,SER-FSDU-CFT-24F,0
,,,,,1,8,SER-FSDU-CFT-48F,0
,PLH-0-KTK-11433,PLH-0,2025-10-20,,1,16,SER-FSDU-CFT-6F,52
,,,,,1,16,SER-FSDU-CFT-12F,0
,,,,,1,16,SER-FSDU-CFT-24F,0
,,,,,1,16,SER-FSDU-CFT-48F,0
,MVA-0-KTK-11412,MVA-0,2025-09-02,,0,0,SER-FSDU-CFT-6F,132
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,BDN-0-KTK-11319,BDN-0,2025-10-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,1295
,,,,,0,0,SER-FSDU-CFT-48F,0
,VVU-0-KTK-11495,VVU-0,2025-09-02,,0,0,SER-FSDU-CFT-6F,79
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,RYD-0-KTK-11450,RYD-0,2025-10-20,,1,8,SER-FSDU-CFT-6F,87
,,,,,1,8,SER-FSDU-CFT-12F,0
,,,,,1,8,SER-FSDU-CFT-24F,0
,,,,,1,8,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-10-20,,2,40,SER-FSDU-CFT-6F,57
,,,,,2,40,SER-FSDU-CFT-12F,45
,,,,,2,40,SER-FSDU-CFT-24F,0
,,,,,2,40,SER-FSDU-CFT-48F,0
,SH9-0-KTK-11458,SH9-0,2025-09-20,,164,1416,SER-FSDU-CFT-6F,6150
,,,,,164,1416,SER-FSDU-CFT-12F,1718
,,,,,164,1416,SER-FSDU-CFT-24F,2250
,,,,,164,1416,SER-FSDU-CFT-48F,1420
,SH9-0-KTK-11458,SH9-0,2025-10-20,,13,112,SER-FSDU-CFT-6F,509
,,,,,13,112,SER-FSDU-CFT-12F,0
,,,,,13,112,SER-FSDU-CFT-24F,188
,,,,,13,112,SER-FSDU-CFT-48F,0
,TRN-0-KTK-11484,TRN-0,2025-09-20,,154,1360,SER-FSDU-CFT-6F,4298
,,,,,154,1360,SER-FSDU-CFT-12F,2451
,,,,,154,1360,SER-FSDU-CFT-24F,0
,,,,,154,1360,SER-FSDU-CFT-48F,1533
,TRN-0-KTK-11484,TRN-0,2025-10-20,,8,64,SER-FSDU-CFT-6F,152
,,,,,8,64,SER-FSDU-CFT-12F,194
,,,,,8,64,SER-FSDU-CFT-24F,0
,,,,,8,64,SER-FSDU-CFT-48F,0
,NCH-0-KTK-11416,NCH-0,2025-09-20,,199,1936,SER-FSDU-CFT-6F,8508
,,,,,199,1936,SER-FSDU-CFT-12F,2557
,,,,,199,1936,SER-FSDU-CFT-24F,707
,,,,,199,1936,SER-FSDU-CFT-48F,2061
,0MB-0-KTK-11292,0MB-0,2025-09-20,,26,296,SER-FSDU-CFT-6F,206
,,,,,26,296,SER-FSDU-CFT-12F,608
,,,,,26,296,SER-FSDU-CFT-24F,679
,,,,,26,296,SER-FSDU-CFT-48F,0
,0MB-0-KTK-11292,0MB-0,2025-10-20,,1,16,SER-FSDU-CFT-6F,65
,,,,,1,16,SER-FSDU-CFT-12F,0
,,,,,1,16,SER-FSDU-CFT-24F,0
,,,,,1,16,SER-FSDU-CFT-48F,0
,EWL-0-KTK-11351,EWL-0,2025-09-20,,56,568,SER-FSDU-CFT-6F,2486
,,,,,56,568,SER-FSDU-CFT-12F,520
,,,,,56,568,SER-FSDU-CFT-24F,689
,,,,,56,568,SER-FSDU-CFT-48F,0
,EWL-0-KTK-11351,EWL-0,2025-10-20,,56,520,SER-FSDU-CFT-6F,1317
,,,,,56,520,SER-FSDU-CFT-12F,1005
,,,,,56,520,SER-FSDU-CFT-24F,1737
,,,,,56,520,SER-FSDU-CFT-48F,0
,,RYD(CK2)-0,2025-09-20,,122,1056,SER-FSDU-CFT-6F,2157
,,,,,122,1056,SER-FSDU-CFT-12F,2229
,,,,,122,1056,SER-FSDU-CFT-24F,1388
,,,,,122,1056,SER-FSDU-CFT-48F,1230
,,RYD(CK2)-0,2025-10-20,,4,40,SER-FSDU-CFT-6F,191
,,,,,4,40,SER-FSDU-CFT-12F,64
,,,,,4,40,SER-FSDU-CFT-24F,0
,,,,,4,40,SER-FSDU-CFT-48F,0
,NR9-0-KTK-11425,NR9-0,2025-10-20,,45,416,SER-FSDU-CFT-6F,1301
,,,,,45,416,SER-FSDU-CFT-12F,366
,,,,,45,416,SER-FSDU-CFT-24F,704
,,,,,45,416,SER-FSDU-CFT-48F,465
,DLZ-0-KTK-11340,DLZ-0,2025-09-20,,42,408,SER-FSDU-CFT-6F,1539
,,,,,42,408,SER-FSDU-CFT-12F,401
,,,,,42,408,SER-FSDU-CFT-24F,713
,,,,,42,408,SER-FSDU-CFT-48F,738
,DLZ-0-KTK-11340,DLZ-0,2025-10-20,,53,456,SER-FSDU-CFT-6F,1599
,,,,,53,456,SER-FSDU-CFT-12F,891
,,,,,53,456,SER-FSDU-CFT-24F,633
,,,,,53,456,SER-FSDU-CFT-48F,515
,ENL-0-KTK-11348,ENL-0,2025-10-20,,2,16,SER-FSDU-CFT-6F,85
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,34
,,,,,2,16,SER-FSDU-CFT-48F,0
,NGX-0-KTK-11419,NGX-0,2025-10-20,,2,16,SER-FSDU-CFT-6F,127
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,,RYD(CK2)-0,2025-11-20,,21,184,SER-FSDU-CFT-6F,469
,,,,,21,184,SER-FSDU-CFT-12F,422
,,,,,21,184,SER-FSDU-CFT-24F,138
,,,,,21,184,SER-FSDU-CFT-48F,408
,,HAA(RMG)-0,2025-11-20,,104,896,SER-FSDU-CFT-6F,3173
,,,,,104,896,SER-FSDU-CFT-12F,606
,,,,,104,896,SER-FSDU-CFT-24F,2054
,,,,,104,896,SER-FSDU-CFT-48F,0
,DTT-0-KTK-11344,DTT-0,2025-12-20,,21,184,SER-FSDU-CFT-6F,1382
,,,,,21,184,SER-FSDU-CFT-12F,0
,,,,,21,184,SER-FSDU-CFT-24F,0
,,,,,21,184,SER-FSDU-CFT-48F,0
,HYS-0-KTK-11374,HYS-0,2025-02-20,,0,120,SER-FSDU-CFT-6F,0
,,,,,0,120,SER-FSDU-CFT-12F,0
,,,,,0,120,SER-FSDU-CFT-24F,0
,,,,,0,120,SER-FSDU-CFT-48F,0
,HRJ-0-KTK-11369,HRJ-0,2025-10-20,,152,1320,SER-FSDU-CFT-6F,4667
,,,,,152,1320,SER-FSDU-CFT-12F,1727
,,,,,152,1320,SER-FSDU-CFT-24F,1815
,,,,,152,1320,SER-FSDU-CFT-48F,0
,JUP-0-KTK-11383,JUP-0,2026-01-20,,226,1984,SER-FSDU-CFT-6F,6044
,,,,,226,1984,SER-FSDU-CFT-12F,2671
,,,,,226,1984,SER-FSDU-CFT-24F,3690
,,,,,226,1984,SER-FSDU-CFT-48F,0
,TYG-0-KTK-11485,TYG-0,2026-01-20,,10,136,SER-FSDU-CFT-6F,0
,,,,,10,136,SER-FSDU-CFT-12F,281
,,,,,10,136,SER-FSDU-CFT-24F,369
,,,,,10,136,SER-FSDU-CFT-48F,0
,OPX-0-KTK-11427,OPX-0,2026-01-20,,4,32,SER-FSDU-CFT-6F,223
,,,,,4,32,SER-FSDU-CFT-12F,0
,,,,,4,32,SER-FSDU-CFT-24F,0
,,,,,4,32,SER-FSDU-CFT-48F,0
